request_id,timestamp,endpoint,http_method,user_segment,user_id,param_complexity,param_count,payload_size_kb,is_cached,server_load,downstream_count,downstream_degraded_count,downstream_max_latency_ms,downstream_total_latency_ms,has_downstream_degradation,has_downstream_outage,response_time_ms
req_649229,2026-05-19 15:08:37.826584,/api/auth/login,PUT,new,user_985,simple,2,8,False,0.53,2,0,53.5284250659043,89.2702038445691,False,False,596.5181511527272
req_669168,2026-05-19 15:11:05.826584,/api/orders,GET,new,user_975,medium,4,47,True,0.8,3,1,105.0,145.93464387147995,True,False,1267.9573458344935
req_586269,2026-05-19 15:17:07.826584,/api/reports,DELETE,vip,user_139,simple,1,6,False,0.86,3,1,60.0,155.74968743380904,True,False,1976.6347795429508
req_188545,2026-05-19 15:17:09.826584,/api/orders,GET,vip,user_487,simple,1,5,False,0.88,3,0,48.581096422845434,96.02920940478782,False,False,444.341013911023
req_530213,2026-05-19 15:17:53.826584,/api/orders,GET,vip,user_88,medium,5,26,False,0.31,3,0,40.75847674516193,74.62805881905436,False,False,623.7664681025685
req_357152,2026-05-19 15:18:27.826584,/api/reports,DELETE,internal,user_170,complex,14,61,False,0.44,3,0,45.351536398510405,91.74878653261284,False,False,2304.6315001178223
req_565038,2026-05-19 15:25:15.826584,/api/orders,DELETE,bot,user_829,simple,1,6,False,0.86,3,0,28.266783830038612,69.4867705789571,False,False,652.464806021316
req_900547,2026-05-19 15:25:58.826584,/api/users,PUT,regular,user_35,simple,2,9,False,0.39,2,0,27.43893008755449,32.575662743426,False,False,257.97739464896324
req_903170,2026-05-19 15:26:17.826584,/api/auth/login,GET,regular,user_188,medium,6,21,False,0.66,2,0,43.060102997148164,60.81082949220824,False,False,813.7406193087502
req_508044,2026-05-19 15:27:42.826584,/api/reports,GET,vip,user_871,simple,3,2,False,0.84,3,0,43.231892644536856,97.68961314070673,False,False,1253.6750573956758
req_954048,2026-05-19 15:27:55.826584,/api/payments,POST,bot,user_108,medium,8,15,False,0.58,3,1,135.0,259.6417503493367,True,False,2474.078665652767
req_947301,2026-05-19 15:28:09.826584,/api/payments,POST,regular,user_540,complex,13,142,False,0.74,3,0,108.02376181222785,161.90989256904393,False,False,1571.510391203441
req_842468,2026-05-19 15:29:03.826584,/api/inventory,DELETE,new,user_336,simple,2,9,True,0.81,2,0,29.710686668904,34.41916661519757,False,False,351.4077787641297
req_194329,2026-05-19 15:29:11.826584,/api/reports,POST,bot,user_591,complex,11,106,False,0.54,3,0,57.262101547619814,106.82868621196809,False,False,4232.734446372527
req_649315,2026-05-19 15:34:49.826584,/api/reports,POST,internal,user_88,medium,5,45,False,0.57,3,0,41.00704829700846,83.80018661968717,False,False,1589.8982748371347
req_930328,2026-05-19 15:38:35.826584,/api/reports,DELETE,vip,user_575,simple,1,8,True,0.3,3,2,150.0,242.7859242454461,True,False,2115.3522268349952
req_149772,2026-05-19 15:40:26.826584,/api/users,PUT,bot,user_496,complex,12,149,True,0.73,2,0,26.58052496844689,30.157818724690195,False,False,787.2409695638653
req_154072,2026-05-19 15:40:43.826584,/api/inventory,PUT,internal,user_463,medium,6,44,False,0.64,2,0,21.73764962855219,27.217229337340147,False,False,360.2231219878638
req_327455,2026-05-19 15:41:28.826584,/api/orders,GET,vip,user_866,simple,3,3,False,0.46,3,1,45.0,109.27842995578263,True,False,693.5027188301931
req_244804,2026-05-19 15:41:43.826584,/api/auth/login,PUT,new,user_705,medium,6,41,False,0.88,2,0,38.5256879853383,51.322167911462884,False,False,857.205370713036
req_578937,2026-05-19 15:41:44.826584,/api/products,PUT,internal,user_260,medium,4,44,False,0.64,2,0,26.110315344886782,51.44981303577187,False,False,236.29057287790778
req_700132,2026-05-19 15:43:33.826584,/api/search,DELETE,new,user_311,medium,7,39,False,0.85,2,0,32.36892012247306,50.264258638232306,False,False,999.0027996893222
req_167152,2026-05-19 15:44:25.826584,/api/users,GET,vip,user_119,simple,3,4,True,0.25,2,0,30.64969126611884,35.024550707881964,False,False,222.9545811634198
req_133350,2026-05-19 15:45:22.826584,/api/orders,DELETE,new,user_729,simple,2,8,False,0.43,3,0,40.11056064776318,79.04709125727551,False,False,548.993875772457
req_764367,2026-05-19 15:48:33.826584,/api/products,PUT,internal,user_183,simple,3,7,False,0.37,2,0,31.247030300184424,50.065107044581296,False,False,168.0932662663061
req_392508,2026-05-19 15:48:51.826584,/api/reports,PUT,regular,user_38,simple,2,8,False,0.74,3,1,60.0,120.23732518543504,True,False,2158.368498553118
req_863265,2026-05-19 15:52:32.826584,/api/orders,DELETE,internal,user_852,complex,13,126,False,0.27,3,0,28.405578714980287,65.02314868914102,False,False,774.7662384157688
req_928771,2026-05-19 15:52:59.826584,/api/search,PUT,internal,user_419,simple,1,7,True,0.67,2,0,30.983708885368863,52.62554977297717,False,False,481.8892954609155
req_574379,2026-05-19 15:54:59.826584,/api/auth/login,PUT,internal,user_459,complex,13,191,False,0.2,2,0,35.98356620517911,63.183638455445774,False,False,2623.076946338495
req_505992,2026-05-19 15:58:57.826584,/api/search,DELETE,new,user_921,medium,8,40,False,0.89,2,0,20.80450794878383,31.85832751924557,False,False,994.3503342416733
req_480347,2026-05-19 16:00:43.826584,/api/users,POST,bot,user_233,medium,4,38,False,0.8,2,1,18.55846191268231,33.55846191268231,True,False,845.9420025118606
req_270374,2026-05-19 16:01:27.826584,/api/products,POST,new,user_312,simple,2,4,False,0.72,2,0,33.54192151005211,55.571656429162196,False,False,250.78995277237945
req_338997,2026-05-19 16:01:39.826584,/api/orders,POST,regular,user_699,complex,11,118,True,0.27,3,0,25.242139717851813,67.09732703945657,False,False,934.7662444779208
req_817422,2026-05-19 16:02:20.826584,/api/auth/login,POST,regular,user_400,medium,6,24,True,0.25,2,1,75.0,89.52984545597305,True,False,1250.175404622982
req_950210,2026-05-19 16:03:38.826584,/api/orders,POST,bot,user_563,simple,3,4,False,0.71,3,0,37.41721336202767,69.64468390636335,False,False,657.621218486996
req_324118,2026-05-19 16:10:04.826584,/api/auth/login,POST,vip,user_686,complex,14,64,True,0.84,2,1,75.0,117.57735187186935,True,False,1607.1833028612152
req_685371,2026-05-19 16:11:22.826584,/api/payments,POST,internal,user_149,complex,11,135,False,0.22,3,0,125.23166588310036,188.2551880661264,False,False,1284.2913734147976
req_104680,2026-05-19 16:18:47.826584,/api/products,POST,vip,user_86,simple,1,4,False,0.89,2,0,31.298912138927072,49.42934974277043,False,False,169.35742543490778
req_658312,2026-05-19 16:20:00.826584,/api/payments,POST,vip,user_985,complex,11,132,True,0.71,3,0,106.22779875392854,162.1624358712309,False,False,1438.1872323146363
req_325960,2026-05-19 16:20:04.826584,/api/search,DELETE,internal,user_859,simple,3,1,False,0.64,2,0,29.85522533727016,51.89762809891141,False,False,476.9845254223952
req_352737,2026-05-19 16:26:54.826584,/api/users,DELETE,vip,user_349,simple,3,8,False,0.62,2,0,23.58703299206107,30.277028652050817,False,False,263.8288440974169
req_893822,2026-05-19 16:26:55.826584,/api/users,DELETE,new,user_407,medium,7,26,False,0.77,2,0,22.642205025672826,27.778286374178222,False,False,417.57404485523773
req_744468,2026-05-19 16:27:23.826584,/api/inventory,POST,bot,user_571,medium,8,13,False,0.2,2,0,21.115429403786806,25.87955793925313,False,False,678.655446732678
req_657643,2026-05-19 16:29:33.826584,/api/orders,GET,new,user_373,complex,9,125,False,0.46,3,0,37.63076545375742,76.20615674933342,False,False,1067.8755363016564
req_133626,2026-05-19 16:30:10.826584,/api/auth/login,PUT,internal,user_866,simple,3,6,False,0.2,2,0,49.29808888456926,73.04849646037161,False,False,529.8951166765053
req_895004,2026-05-19 16:31:41.826584,/api/orders,PUT,regular,user_93,simple,3,8,False,0.67,3,1,75.0,119.75465973826365,True,False,797.6762183915275
req_909636,2026-05-19 16:31:46.826584,/api/inventory,DELETE,vip,user_671,medium,7,29,True,0.42,2,0,24.302847922858682,27.71371445533581,False,False,390.72307294578354
req_212790,2026-05-19 16:32:01.826584,/api/products,POST,bot,user_950,medium,7,25,True,0.9,2,0,33.720988494465914,52.71861494427158,False,False,396.3405127637351
req_793620,2026-05-19 16:33:17.826584,/api/auth/login,DELETE,regular,user_468,simple,3,2,False,0.42,2,0,32.71555547158092,49.95766931137245,False,False,555.9022149530877
req_175423,2026-05-19 16:33:51.826584,/api/orders,DELETE,internal,user_500,complex,14,134,False,0.82,3,0,35.144848079979816,72.71188203946751,False,False,789.4953377015677
req_330334,2026-05-19 16:37:49.826584,/api/users,GET,internal,user_934,simple,3,2,False,0.88,2,1,15.40698112625975,30.40698112625975,True,False,327.0194806749853
req_546319,2026-05-19 16:38:03.826584,/api/products,GET,regular,user_817,complex,11,189,False,0.59,2,0,24.70908900608748,42.914701513650996,False,False,387.49038912880354
req_849162,2026-05-19 16:41:00.826584,/api/search,GET,new,user_469,medium,8,24,False,0.67,2,1,90.0,108.09799906288899,True,False,1577.8794962804875
req_428273,2026-05-19 16:43:34.826584,/api/search,DELETE,vip,user_99,simple,3,9,True,0.32,2,1,90.0,107.50513586033443,True,False,910.8893667161356
req_831056,2026-05-19 16:50:00.826584,/api/inventory,GET,vip,user_464,medium,4,15,True,0.48,2,0,23.356616089465728,28.469568057850992,False,False,441.4726423286069
req_618556,2026-05-19 16:50:12.826584,/api/inventory,DELETE,bot,user_573,simple,1,2,True,0.81,2,0,24.987297676260823,29.850302186818364,False,False,440.6623747502958
req_746470,2026-05-19 16:50:49.826584,/api/orders,GET,regular,user_310,simple,1,6,True,0.46,3,2,250.0,321.19192530324364,True,True,1811.1275048037558
req_157660,2026-05-19 16:51:08.826584,/api/products,POST,regular,user_27,simple,1,6,False,0.71,2,0,26.51713273093918,41.610078341157376,False,False,219.3925469542387
req_357894,2026-05-19 16:52:08.826584,/api/products,POST,new,user_861,medium,8,24,False,0.59,2,0,29.63888488874445,45.63300284102304,False,False,279.00329075625206
req_958266,2026-05-19 16:53:14.826584,/api/search,PUT,regular,user_303,complex,13,151,False,0.37,2,0,21.12546427141487,36.68610631433524,False,False,1264.0103500050627
req_645318,2026-05-19 16:54:28.826584,/api/reports,DELETE,bot,user_763,complex,9,184,True,0.86,3,0,76.3920610464994,134.93861625899848,False,False,4291.179744758912
req_512998,2026-05-19 16:54:36.826584,/api/products,DELETE,vip,user_214,simple,3,8,False,0.5,2,0,27.448509925622957,42.739225760543874,False,False,203.49589931103276
req_927225,2026-05-19 16:54:50.826584,/api/users,DELETE,bot,user_969,medium,5,36,False,0.75,2,0,27.069158692419578,32.27105390848383,False,False,564.9575238828883
req_776710,2026-05-19 16:55:17.826584,/api/users,DELETE,new,user_991,simple,2,6,False,0.27,2,0,18.620733976593357,24.494827379358306,False,False,291.6365335394947
req_753677,2026-05-19 16:55:49.826584,/api/products,DELETE,vip,user_961,medium,7,13,False,0.65,2,0,26.24409123897938,41.935567958051834,False,False,274.2540136747029
req_154759,2026-05-19 16:56:00.826584,/api/products,DELETE,bot,user_321,simple,2,7,False,0.51,2,0,32.65812599784801,41.596332439637294,False,False,303.65085320946673
req_773777,2026-05-19 16:58:24.826584,/api/payments,DELETE,vip,user_909,simple,3,1,False,0.59,3,0,122.76562889779159,176.0085172220755,False,False,2222.167374917589
req_228052,2026-05-19 17:00:27.826584,/api/inventory,DELETE,bot,user_618,simple,2,7,False,0.67,2,0,19.05856648197827,23.033334792214962,False,False,470.020723610564
req_639086,2026-05-19 17:01:58.826584,/api/payments,PUT,vip,user_204,complex,12,188,False,0.81,3,0,97.16948493266104,156.91830882082579,False,False,1407.596068986535
req_146990,2026-05-19 17:05:52.826584,/api/orders,PUT,bot,user_656,medium,7,45,False,0.85,3,0,27.991979890718394,61.66016546597585,False,False,949.4464990796477
req_250755,2026-05-19 17:06:10.826584,/api/orders,POST,internal,user_830,complex,15,145,False,0.26,3,0,32.76106733721609,71.01442859356973,False,False,805.8052030274653
req_268765,2026-05-19 17:08:11.826584,/api/payments,POST,vip,user_964,complex,10,136,True,0.58,3,0,147.33945320118045,212.53892037142117,False,False,1497.8149692904335
req_433818,2026-05-19 17:09:11.826584,/api/search,POST,vip,user_261,simple,1,2,False,0.76,2,0,28.859943602399476,55.81051744534828,False,False,581.0176633128599
req_360895,2026-05-19 17:12:06.826584,/api/auth/login,DELETE,internal,user_888,medium,7,39,False,0.81,2,1,75.0,109.20032753042949,True,False,1023.9360920117766
req_934677,2026-05-19 17:13:49.826584,/api/auth/login,PUT,bot,user_770,complex,11,198,False,0.84,2,0,36.875578267288624,58.87660090563658,False,False,1600.629999918104
req_534443,2026-05-19 17:16:48.826584,/api/auth/login,POST,bot,user_552,simple,2,3,True,0.76,2,0,36.389577085250686,56.84117488868831,False,False,738.4829450791451
req_132909,2026-05-19 17:18:19.826584,/api/reports,PUT,bot,user_194,complex,14,82,False,0.22,3,1,350.0,417.61956392732213,False,True,11361.301459766066
req_965527,2026-05-19 17:20:13.826584,/api/orders,PUT,new,user_765,complex,9,194,False,0.43,3,0,23.95479363881589,64.23868784828994,False,False,1030.8200715398568
req_280519,2026-05-19 17:22:15.826584,/api/users,DELETE,vip,user_631,simple,1,7,False,0.52,2,0,26.3639669314299,32.32229964611504,False,False,222.67116578600928
req_905506,2026-05-19 17:27:06.826584,/api/payments,POST,new,user_371,complex,12,117,False,0.27,3,0,134.34238307989114,200.25576170860913,False,False,1804.2929055896852
req_905994,2026-05-19 17:28:29.826584,/api/search,DELETE,bot,user_869,medium,6,21,False,0.47,2,1,60.0,99.9908542952627,True,False,1987.380971068397
req_213492,2026-05-19 17:29:54.826584,/api/users,DELETE,internal,user_584,medium,7,49,False,0.29,2,0,21.07839514849872,26.766891123060287,False,False,305.57674042014247
req_943911,2026-05-19 17:31:47.826584,/api/reports,PUT,internal,user_324,simple,3,3,False,0.87,3,0,53.707055671155835,99.23230369633553,False,False,1094.9977029679646
req_587168,2026-05-19 17:33:49.826584,/api/orders,POST,internal,user_624,complex,10,74,False,0.89,3,0,27.102384085064823,62.13263321883563,False,False,762.9169165586975
req_539892,2026-05-19 17:38:38.826584,/api/users,POST,vip,user_652,complex,11,142,False,0.45,2,0,24.35089650133287,29.39470797331198,False,False,501.65466794074223
req_721885,2026-05-19 17:39:31.826584,/api/reports,DELETE,internal,user_30,medium,5,17,True,0.32,3,0,59.2165011192446,104.14782417596354,False,False,1613.5968417684128
req_330920,2026-05-19 17:41:16.826584,/api/users,GET,internal,user_629,complex,11,72,False,0.45,2,0,32.844943325537955,37.78504154994981,False,False,472.55025994591097
req_455589,2026-05-19 17:42:33.826584,/api/payments,GET,regular,user_397,medium,8,15,False,0.84,3,0,68.9455658831028,142.4288040278884,False,False,1129.236732581921
req_458916,2026-05-19 17:43:22.826584,/api/auth/login,POST,bot,user_795,medium,8,25,False,0.3,2,0,30.695658797723183,54.44881067186078,False,False,1099.180335259132
req_732986,2026-05-19 17:45:25.826584,/api/auth/login,GET,regular,user_609,simple,2,4,False,0.75,2,1,75.0,122.64086944639232,True,False,940.4324421446313
req_571047,2026-05-19 17:49:26.826584,/api/search,PUT,vip,user_452,simple,2,2,False,0.44,2,0,37.30954753571836,55.817532634674066,False,False,535.5362421732225
req_348454,2026-05-19 17:50:08.826584,/api/products,DELETE,vip,user_861,simple,3,9,True,0.7,2,0,31.193912580836212,53.52720978415089,False,False,199.4222163310301
req_875425,2026-05-19 17:53:35.826584,/api/products,POST,vip,user_849,complex,15,142,True,0.73,2,0,33.406000906242355,50.58525443300276,False,False,370.61781655525346
req_844127,2026-05-19 17:53:50.826584,/api/products,PUT,regular,user_385,medium,5,31,False,0.71,2,0,29.715775784733385,49.825029304139136,False,False,261.1814940372166
req_174441,2026-05-19 17:53:54.826584,/api/search,DELETE,bot,user_725,simple,1,6,False,0.36,2,0,27.409112738035752,53.798873064659375,False,False,872.5289285699007
req_352685,2026-05-19 17:57:35.826584,/api/users,DELETE,bot,user_1000,simple,1,10,False,0.55,2,0,22.77806857447219,26.709560942320252,False,False,362.6123898782695
req_235749,2026-05-19 17:58:26.826584,/api/auth/login,POST,regular,user_807,medium,4,14,True,0.58,2,0,41.601130583836614,59.38847403348473,False,False,771.4222930288762
req_759612,2026-05-19 17:58:51.826584,/api/products,DELETE,internal,user_704,complex,15,69,False,0.57,2,0,31.901864726297262,48.76956317034357,False,False,324.9983279950357
req_711073,2026-05-19 17:59:30.826584,/api/payments,PUT,internal,user_220,medium,7,50,True,0.74,3,0,63.23010319014288,115.95448236588754,False,False,863.180796262239
req_773617,2026-05-19 18:02:10.826584,/api/inventory,POST,vip,user_856,medium,7,24,False,0.75,2,1,66.0,69.0568448042338,True,False,434.26418667086904
req_684397,2026-05-19 18:06:59.826584,/api/payments,DELETE,internal,user_567,simple,1,2,False,0.51,3,0,98.65767224929778,153.45586531063324,False,False,451.0897938497881
req_785047,2026-05-19 18:07:14.826584,/api/auth/login,GET,bot,user_576,complex,11,54,True,0.75,2,1,250.0,299.14689224164664,False,True,2896.5644036853246
req_534107,2026-05-19 18:12:41.826584,/api/search,POST,internal,user_414,medium,7,31,False,0.24,2,1,60.0,86.9951228114409,True,False,659.6715401725164
req_529055,2026-05-19 18:16:32.826584,/api/users,PUT,regular,user_526,medium,4,33,False,0.8,2,0,27.496199914514072,32.27742694623612,False,False,205.76844459224685
req_772261,2026-05-19 18:16:51.826584,/api/orders,PUT,bot,user_901,simple,1,8,False,0.29,3,0,33.19217014665116,78.49407216529528,False,False,361.3616040470358
req_267786,2026-05-19 18:18:55.826584,/api/search,PUT,new,user_978,simple,3,9,True,0.5,2,0,27.727927843499216,48.44375348864499,False,False,399.7113308659515
req_251619,2026-05-19 18:21:32.826584,/api/reports,PUT,bot,user_792,simple,3,7,True,0.26,3,0,55.05337147647349,99.51136689470857,False,False,1150.0681538930203
req_626993,2026-05-19 18:24:21.826584,/api/auth/login,PUT,vip,user_944,complex,15,101,False,0.4,2,0,43.88991866846244,72.42699640985022,False,False,1772.7471456750689
req_212582,2026-05-19 18:29:48.826584,/api/search,POST,new,user_716,simple,1,9,True,0.37,2,0,31.4476042515932,53.05626247788438,False,False,406.6619579376891
req_480548,2026-05-19 18:30:45.826584,/api/orders,POST,regular,user_207,medium,6,13,True,0.27,3,1,45.0,111.64335613967896,True,False,643.2499155794151
req_270000,2026-05-19 18:35:18.826584,/api/reports,DELETE,vip,user_972,simple,3,4,True,0.52,3,0,38.25021707727668,97.99383418429926,False,False,707.3464141554574
req_341355,2026-05-19 18:36:27.826584,/api/search,PUT,bot,user_401,simple,3,8,False,0.8,2,0,36.87615966221638,61.99433285003857,False,False,535.2280553232479
req_164085,2026-05-19 18:39:13.826584,/api/users,PUT,bot,user_367,simple,3,1,False,0.8,2,0,24.955645338552134,31.089333836650646,False,False,199.59267272259794
req_226295,2026-05-19 18:40:22.826584,/api/search,PUT,bot,user_630,medium,5,12,False,0.41,2,0,44.99760932640637,67.63032654437352,False,False,2164.801050576528
req_961791,2026-05-19 18:43:31.826584,/api/reports,POST,new,user_358,complex,14,129,False,0.83,3,1,350.0,427.4346488412462,False,True,5471.767494197591
req_784464,2026-05-19 18:47:19.826584,/api/inventory,PUT,new,user_229,medium,6,45,False,0.58,2,0,22.149576266300283,26.869597028806616,False,False,301.85158673270473
req_527605,2026-05-19 18:47:27.826584,/api/products,PUT,internal,user_728,medium,8,22,False,0.63,2,0,27.523526386787715,50.72791325257346,False,False,133.9684718314544
req_157807,2026-05-19 18:47:35.826584,/api/users,GET,bot,user_166,simple,2,4,False,0.34,2,0,31.057377614760455,36.17026804023218,False,False,238.0512914621306
req_516558,2026-05-19 18:47:45.826584,/api/auth/login,PUT,bot,user_438,simple,3,8,False,0.35,2,0,39.14930397974948,63.2420586335119,False,False,473.15368891355246
req_646858,2026-05-19 18:51:59.826584,/api/orders,GET,regular,user_70,complex,9,146,False,0.29,3,0,38.76408690733948,81.24701986630573,False,False,577.2100855967781
req_233120,2026-05-19 18:52:00.826584,/api/products,GET,bot,user_224,simple,2,9,True,0.82,2,0,35.730280494148964,51.161145817648006,False,False,153.81529322078794
req_312932,2026-05-19 18:53:02.826584,/api/payments,PUT,internal,user_75,complex,12,107,True,0.45,3,0,56.85860096378656,123.25584043179617,False,False,745.2151632015825
req_442521,2026-05-19 18:55:57.826584,/api/payments,POST,internal,user_99,simple,1,1,False,0.54,3,0,93.09706237723945,156.1243783703244,False,False,423.8647129449106
req_457681,2026-05-19 19:01:42.826584,/api/payments,PUT,bot,user_676,medium,4,19,False,0.42,3,0,91.8751425419633,140.1091304807051,False,False,911.4634638981058
req_937662,2026-05-19 19:02:58.826584,/api/reports,POST,regular,user_892,simple,2,9,True,0.48,3,0,62.142107381114734,132.9878690209213,False,False,838.808845081742
req_577086,2026-05-19 19:03:48.826584,/api/inventory,POST,vip,user_800,medium,5,34,True,0.41,2,0,26.72805787716234,30.99656046021581,False,False,232.88670981855282
req_154096,2026-05-19 19:08:39.826584,/api/users,POST,bot,user_285,simple,3,3,False,0.68,2,0,21.32512449371367,25.478726187935983,False,False,255.36078987725557
req_956561,2026-05-19 19:11:07.826584,/api/auth/login,DELETE,bot,user_397,complex,13,105,False,0.88,2,0,45.41085638139927,71.25411321945025,False,False,928.5003708046056
req_276881,2026-05-19 19:12:15.826584,/api/search,DELETE,bot,user_845,medium,7,38,False,0.76,2,0,29.45861816211312,48.047941532758045,False,False,715.8068268943273
req_921597,2026-05-19 19:12:59.826584,/api/auth/login,DELETE,regular,user_671,medium,5,12,False,0.31,2,0,26.491958495452,51.442734452200085,False,False,434.0417860028026
req_660618,2026-05-19 19:18:21.826584,/api/payments,DELETE,regular,user_370,medium,5,44,False,0.22,3,0,113.8244443002059,163.7701073476117,False,False,720.7129812579037
req_668086,2026-05-19 19:18:44.826584,/api/reports,GET,new,user_407,simple,1,8,False,0.6,3,0,48.01397844646516,106.88535564145108,False,False,887.08704938098
req_291605,2026-05-19 19:19:56.826584,/api/products,POST,regular,user_829,medium,8,47,False,0.38,2,1,90.0,114.11984327032465,True,False,366.9842582633562
req_963274,2026-05-19 19:21:09.826584,/api/payments,DELETE,internal,user_860,simple,1,3,True,0.68,3,0,113.0937698601629,172.2442316204328,False,False,469.8303774746123
req_683527,2026-05-19 19:23:41.826584,/api/search,POST,bot,user_487,medium,7,22,False,0.8,2,0,28.747203989772906,50.12993243659827,False,False,705.5752347343982
req_269481,2026-05-19 19:24:04.826584,/api/orders,POST,vip,user_971,medium,8,49,True,0.24,3,0,44.146319485065334,88.99210333077805,False,False,393.584964442134
req_590886,2026-05-19 19:24:07.826584,/api/users,POST,regular,user_450,medium,5,16,False,0.53,2,0,28.989941840501814,34.63205104776952,False,False,206.1453632417827
req_207819,2026-05-19 19:24:31.826584,/api/reports,PUT,internal,user_487,simple,3,3,False,0.25,3,0,43.52347243621954,88.50433219312777,False,False,641.9041948206301
req_120092,2026-05-19 19:25:34.826584,/api/users,PUT,vip,user_685,medium,7,30,False,0.78,2,0,20.92506557844945,26.73480226497152,False,False,191.53652238711922
req_799257,2026-05-19 19:26:22.826584,/api/reports,POST,vip,user_551,medium,7,38,True,0.79,3,0,59.29725836497597,111.60480622606781,False,False,1078.2244863513981
req_443538,2026-05-19 19:27:45.826584,/api/auth/login,PUT,vip,user_523,medium,5,29,False,0.34,2,0,28.527633114775185,48.25688433295664,False,False,402.2033861133806
req_756174,2026-05-19 19:30:57.826584,/api/products,GET,new,user_986,simple,3,9,True,0.79,2,0,19.92963574714108,39.24080477451993,False,False,163.50614861468986
req_810210,2026-05-19 19:34:15.826584,/api/auth/login,PUT,internal,user_9,medium,8,14,False,0.36,2,0,35.447497937066025,59.77334701751136,False,False,400.87118457845094
req_389414,2026-05-19 19:40:15.826584,/api/inventory,POST,internal,user_336,simple,1,6,False,0.79,2,0,28.659910317925082,32.26727797337245,False,False,153.7198865193653
req_920219,2026-05-19 19:45:36.826584,/api/orders,DELETE,bot,user_858,complex,14,165,False,0.28,3,0,27.236931482367137,66.66080633922951,False,False,778.3439882259895
req_636565,2026-05-19 19:46:20.826584,/api/users,PUT,internal,user_58,medium,6,29,False,0.7,2,0,29.511385868933235,33.60362968878631,False,False,221.4893081616217
req_515516,2026-05-19 19:47:08.826584,/api/search,POST,bot,user_322,medium,8,29,True,0.57,2,1,60.0,91.2842030268662,True,False,1177.9557901085366
req_453765,2026-05-19 19:48:45.826584,/api/inventory,DELETE,vip,user_66,complex,12,75,False,0.69,2,0,16.888253785150194,22.540566395089336,False,False,345.8998178695858
req_252302,2026-05-19 19:49:07.826584,/api/payments,POST,new,user_800,complex,14,197,False,0.83,3,0,111.73249765233643,174.75211614564444,False,False,1053.7557495275246
req_755503,2026-05-19 19:52:13.826584,/api/search,DELETE,regular,user_139,complex,9,99,True,0.59,2,0,32.94398521300582,49.8219346661287,False,False,716.6349440945538
req_109489,2026-05-19 19:55:49.826584,/api/auth/login,PUT,regular,user_667,simple,2,1,False,0.28,2,1,400.0,428.37745423632737,False,True,1757.4939746829625
req_680337,2026-05-19 19:56:39.826584,/api/orders,DELETE,bot,user_947,complex,11,84,False,0.88,3,0,37.77059194096823,82.9406333825865,False,False,749.4127919718825
req_619204,2026-05-19 20:01:56.826584,/api/users,PUT,internal,user_440,complex,11,160,False,0.83,2,0,28.30923735086297,31.773700464331124,False,False,222.46614354491254
req_853103,2026-05-19 20:02:22.826584,/api/search,GET,bot,user_919,complex,14,171,True,0.83,2,0,38.889712871357965,61.270793858924876,False,False,1041.1566855340457
req_860613,2026-05-19 20:06:52.826584,/api/reports,GET,vip,user_765,simple,3,2,False,0.64,3,1,200.0,291.09380785201284,False,True,2335.141324976609
req_657069,2026-05-19 20:08:20.826584,/api/inventory,POST,vip,user_634,medium,7,27,False,0.34,2,0,21.32304867907356,26.33941124069718,False,False,235.95915816101822
req_277662,2026-05-19 20:08:56.826584,/api/auth/login,DELETE,new,user_546,medium,8,26,False,0.74,2,0,33.023277934465675,56.92323846352221,False,False,527.9997182070426
req_837669,2026-05-19 20:09:39.826584,/api/products,POST,bot,user_46,medium,4,25,True,0.32,2,0,29.690247455344984,48.55979789531043,False,False,234.96355943868284
req_349729,2026-05-19 20:10:06.826584,/api/payments,PUT,regular,user_689,simple,2,4,True,0.41,3,0,105.3524210512533,168.12131454348352,False,False,509.5575905282128
req_733494,2026-05-19 20:13:45.826584,/api/products,DELETE,regular,user_86,complex,12,169,True,0.37,2,2,300.0,360.0,True,True,1367.064673014529
req_396544,2026-05-19 20:17:11.826584,/api/auth/login,DELETE,new,user_455,simple,1,9,False,0.53,2,1,75.0,109.48931443103221,True,False,597.3809719169328
req_991667,2026-05-19 20:22:04.826584,/api/reports,PUT,new,user_441,medium,8,33,False,0.42,3,0,75.0349073136494,128.97391688157774,False,False,3971.9936753943743
req_952923,2026-05-19 20:25:58.826584,/api/users,DELETE,vip,user_943,medium,7,13,False,0.25,2,1,32.06346165003781,47.06346165003781,True,False,318.6996731694866
req_325975,2026-05-19 20:30:02.826584,/api/products,POST,vip,user_493,complex,15,153,True,0.36,2,0,34.193422749010594,58.774289495297225,False,False,279.6722577782718
req_287347,2026-05-19 20:31:47.826584,/api/orders,POST,bot,user_786,simple,3,9,False,0.56,3,0,41.84419581397758,82.21217523068702,False,False,401.9896215948462
req_881035,2026-05-19 20:33:24.826584,/api/inventory,PUT,vip,user_549,complex,15,125,True,0.5,2,0,17.009544538292815,21.792015154459264,False,False,318.522573381598
req_760058,2026-05-19 20:39:44.826584,/api/inventory,GET,internal,user_304,complex,14,149,False,0.81,2,0,21.567436671200745,24.76368618710825,False,False,308.59310411372616
req_585126,2026-05-19 20:40:15.826584,/api/inventory,GET,regular,user_171,complex,15,185,False,0.7,2,0,16.1362148594891,19.48397218213561,False,False,395.223105089032
req_247038,2026-05-19 20:44:29.826584,/api/products,POST,internal,user_541,simple,3,5,False,0.68,2,0,27.58787493554965,49.462091967101486,False,False,103.68282936442691
