title,genres,director,main_actor,release_date,promotion_budget,runtime,production_budget,promotion_timeseries,competition_environment,pre_sales_data,point_screen_data,wom_scoring,first_week_box_office,total_box_office
电影_0699,['战争'],管虎,梁朝伟,2021-07-04,16107.134921324256,109,13865.300188485768,"{'daily_spend': [1014.3800830632924, 1038.7824582361643, 1102.8920113531972, 984.3563595893289, 1066.8656624432324, 762.5223098284065, 738.2024147233424, 619.0475895411045, 739.9580201519025, 598.3187532194431, 617.9674910795998, 414.51978635066837, 592.4904126291668, 504.47205473322066, 531.2994352991365, 369.668491052817, 494.6882147113134, 467.28668974658416, 344.8377708758567, 254.38712225470192, 316.34494280854597, 321.3561435711227, 293.3756616559111, 321.488970069523, 304.40618645968584, 244.85643360095884, 232.14017980508777, 155.98330354890257, 175.96116576774668, 158.28287206619032, 149.94999220959596, 176.0459378854028], 'spend_pattern': 'random', 'total_spend': 16107.134920331153}","{'same_period_movies': 3, 'average_competitor_budget': 20547.661618984475, 'genre_overlap_ratio': 0.1595133285137147, 'competitor_ratings': [8.3, 6.7, 8.9]}","{'total_amount': 30218.813099186456, 'daily_sales': [513.255166566866, 533.1748065796096, 620.4514801957234, 466.10711121350886, 740.1583345376084, 714.0706763463514, 796.978074470437, 904.2193744408897, 684.7907495896185, 794.2342478847995, 334.2555701150711, 835.7341110339024, 1030.3176279675722, 953.7986612186186, 984.0177684753548, 1113.2625546386578, 772.6821237592422, 816.7712827088367, 824.7742022460699, 1575.000822283258, 1309.1153406023675, 801.6662891427569, 1312.2640077208496, 1349.2299966865476, 1161.257564696228, 956.2257291023958, 849.9780652908055, 1374.6942017109795, 1676.1348278576995, 1400.3012169879187, 636.194114520433, 1383.6969985954784], 'presale_days': 32, 'wish_count': 4289}",,,59118.48,161486.32
电影_0700,"['爱情', '冒险']",周星驰,Robert Downey Jr.,2023-07-01,5991.332975104926,90,22705.986011414265,"{'daily_spend': [491.42537612134373, 355.448814715951, 426.6176959102911, 356.08952067514423, 288.0748643397471, 390.734399560798, 301.6442736632711, 336.7064242926155, 245.4266374328375, 260.14615101283823, 267.63973062400925, 188.32952149642932, 237.93038432450578, 166.55602797449342, 140.15152409359555, 182.23699580446095, 133.93948210019056, 176.51487654922167, 153.17802927756662, 101.34037569023573, 145.76794740803555, 96.69821896344277, 101.70856376873121, 68.26766920199525, 62.078645250281916, 70.12063306298927, 52.76926116294145, 60.335383885753, 65.85370110396738, 67.6018446565297], 'spend_pattern': 'random', 'total_spend': 5991.332974124214}","{'same_period_movies': 5, 'average_competitor_budget': 6303.749254272466, 'genre_overlap_ratio': 0.02919817868442931, 'competitor_ratings': [7.7, 8.5, 5.7, 6.6, 8.2]}","{'total_amount': 20273.5403676654, 'daily_sales': [204.41197643863703, 344.1662832590984, 471.43538192003325, 457.6363854863729, 322.7473361487222, 406.02676043592686, 662.6199871856871, 511.7011098921163, 591.0745466116547, 688.5504017101615, 763.013904697739, 553.8785907417214, 521.8039019372802, 631.1595786186848, 621.3268856601748, 783.648696638837, 738.7718810193712, 505.6492161570383, 1079.8524066146183, 578.8988828439249, 945.473582131083, 795.4065893719466, 1238.4329418548289, 757.8931960721179, 982.1038932148522, 602.0533556778728, 1397.6646737715334, 494.9379257655624, 785.3334739986446, 835.8666217891549], 'presale_days': 30, 'wish_count': 9876}","{'screen_count': 80, 'total_viewers': 3313, 'average_occupancy': 0.51, 'point_screen_days': 2, 'average_score': 7.4, 'positive_review_ratio': 0.73, 'social_media_mentions': 791, 'want_to_watch_increase': 5225, 'viewer_comments': None}","{'douban_score': 5.5, 'maoyan_score': 6.4, 'taopiaopiao_score': 6.0, 'imdb_score': 6.2, 'rotten_tomatoes': 52.0, 'metacritic': 53.0}",38431.96,144098.77
电影_0701,['爱情'],陈思诚,成龙,2025-03-23,7280.5428334452035,94,16195.708889493495,"{'daily_spend': [55.36006331676059, 52.878649948458936, 35.25973286555195, 56.1024816133933, 56.38159909775402, 45.30961810879226, 54.16171058556345, 73.79754963395207, 42.61721482597113, 61.183540092041106, 68.03095115925741, 82.18260016654642, 78.56332490221187, 55.25349370255846, 69.98791106468431, 60.8244672723008, 102.67773819350353, 94.5153031966136, 74.8938400576548, 71.86144891653763, 73.67147853122223, 99.57126885492099, 88.07948019724479, 136.74306294755075, 103.82782799107022, 149.4346325526496, 145.8218419775198, 154.8726814249597, 120.80284202710641, 103.95662694779344, 168.25892168407086, 102.12455323442292, 146.27711567759988, 123.62611063938198, 202.39386340647133, 206.88588843323558, 137.7867440812192, 188.62657701822724, 159.81249062614012, 199.32221949356216, 264.0613480208956, 178.8838104408622, 163.9243006153711, 196.51079701154117, 309.0848365875471, 186.42175877619422, 186.89354540988126, 212.57905983703216, 330.69338568042247, 285.2999918335852, 272.4210524774541, 343.13631325132206, 246.8931660051018], 'spend_pattern': 'random', 'total_spend': 7280.542832413687}","{'same_period_movies': 3, 'average_competitor_budget': 2322.512625933543, 'genre_overlap_ratio': 0.7653108999216119, 'competitor_ratings': [5.3, 7.5, 8.7]}","{'total_amount': 37343.47222846826, 'daily_sales': [330.4016854768445, 350.47948536553747, 344.7710804234736, 246.68879451477738, 418.95185698643706, 428.0002567081008, 399.21787885799625, 387.7374136533793, 346.3975578263048, 607.310090610376, 351.3662575163495, 703.1135289835463, 498.6286561755631, 299.2582363602022, 499.6024153379887, 799.2769664404726, 643.9979097254259, 493.6612184834555, 577.0989639401237, 595.8835568235908, 595.0234106767324, 545.7241312649826, 519.1188547096646, 564.1368260632679, 746.1101994306616, 800.1315379473916, 714.5231347546423, 379.3022354860954, 794.4825267506977, 707.4205846172804, 756.629453527526, 975.7984527250843, 586.3101833707755, 613.6270254334001, 873.5756266491095, 748.6387888797378, 758.4713882947289, 959.8704207820734, 1414.5523770257155, 856.5804637217896, 686.0940559416953, 820.3239830416245, 629.3678528362992, 826.7691384321104, 1135.476735688004, 528.3696857507452, 1146.19954674701, 1490.8786529379568, 1087.66804902574, 1300.3957673939208, 1161.424545752054, 1115.7310418571913, 1182.901740742602], 'presale_days': 53, 'wish_count': 6076}",,"{'douban_score': 9.2, 'maoyan_score': 9.5, 'taopiaopiao_score': 8.8, 'imdb_score': 8.1, 'rotten_tomatoes': 93.0, 'metacritic': 98.0}",68056.88,221114.58
电影_0702,"['奇幻', '动作']",贾樟柯,Tom Hanks,2021-12-17,5869.778210490303,81,10015.279258481678,"{'daily_spend': [87.82513162501527, 85.83445864002698, 70.92376354999958, 114.28314230993513, 91.62965284841384, 138.8240906172556, 118.9946810371537, 150.6708549806877, 119.24093549069048, 154.08658440126536, 242.96257061103668, 215.24265282707174, 289.0466575916123, 321.4526364564917, 241.27054828825635, 379.3442243957487, 365.6566171302756, 375.5622739637758, 377.9131511335143, 373.59471400960166, 451.52685250892205, 574.8782940235666, 529.0137210595733], 'spend_pattern': 'random', 'total_spend': 5869.77820949989}","{'same_period_movies': 4, 'average_competitor_budget': 7539.20279023224, 'genre_overlap_ratio': 0.8458510787888361, 'competitor_ratings': [7.7, 7.7, 6.6, 8.5]}","{'total_amount': 9799.89662520939, 'daily_sales': [235.17890177284013, 319.7939487859056, 147.7127157776792, 354.0282492715661, 285.5891488497859, 377.4043065972929, 466.397679491389, 309.90516048601455, 237.72213825488998, 467.3435828489871, 487.9548630298504, 418.41790737641765, 379.89591580160334, 341.90071518370274, 522.208583397933, 481.8973777513183, 398.4879926025593, 471.8493656242622, 743.0429948310352, 589.4451546342121, 608.139172480754, 680.7613052348977, 474.8194451244945], 'presale_days': 23, 'wish_count': 4825}","{'screen_count': 264, 'total_viewers': 22316, 'average_occupancy': 0.62, 'point_screen_days': 1, 'average_score': 8.9, 'positive_review_ratio': 0.88, 'social_media_mentions': 6788, 'want_to_watch_increase': 1200, 'viewer_comments': None}","{'douban_score': 5.9, 'maoyan_score': 6.5, 'taopiaopiao_score': 6.0, 'imdb_score': 6.2, 'rotten_tomatoes': 69.0, 'metacritic': 63.0}",45770.32,174164.02
电影_0703,"['战争', '家庭', '冒险']",姜文,Scarlett Johansson,2021-05-27,9278.596984811213,103,25296.231838272484,"{'daily_spend': [711.6676376924001, 865.9716916892794, 668.6960190438083, 891.8475721631828, 617.0898510510141, 732.8680587726668, 629.9984335120306, 718.9389250425992, 908.6874626891408, 948.5302789354085, 644.4535912126563, 939.8474619479799], 'spend_pattern': 'random', 'total_spend': 9278.596983752166}","{'same_period_movies': 9, 'average_competitor_budget': 5041.913957407659, 'genre_overlap_ratio': 0.4456545354689758, 'competitor_ratings': [7.8, 8.5, 7.6, 7.0, 7.1, 7.8, 5.4, 7.5, 6.5]}","{'total_amount': 8456.472067183164, 'daily_sales': [203.64563589976262, 418.3696167343428, 456.81581951092426, 460.3898862183015, 826.3456230300109, 658.8286760690148, 858.5323053180691, 597.3882951437637, 742.4609646424518, 878.4277925824404, 1328.1540260531228, 1027.1134259809592], 'presale_days': 12, 'wish_count': 5439}","{'screen_count': 243, 'total_viewers': 16519, 'average_occupancy': 0.93, 'point_screen_days': 3, 'average_score': 9.4, 'positive_review_ratio': 0.73, 'social_media_mentions': 10960, 'want_to_watch_increase': 6648, 'viewer_comments': None}",,9241.44,37027.19
电影_0704,['惊悚'],陈思诚,吴京,2022-05-09,7178.407989786146,164,17556.61578792236,"{'daily_spend': [364.0368387968916, 248.9159256305737, 226.9061953723733, 325.4659278258649, 294.15641871160096, 273.1008761776911, 242.69988141862132, 216.0161222101007, 235.9170469739822, 174.3074043970239, 240.86540692903233, 185.20002010059056, 216.60943409260778, 214.91975312343013, 130.0193880708492, 185.83189309645326, 142.84456374483167, 142.90074618311183, 171.5244956025733, 184.76977902383967, 165.164739402837, 117.80372813762469, 145.91408807921778, 112.09756534797664, 116.105849895046, 89.8356652335128, 134.30930480840786, 117.3050291480342, 126.50741011008179, 83.49926043893838, 75.01225307798165, 110.55380900196997, 109.94825578561016, 69.33014668015527, 90.26563171953433, 64.0500655662977, 54.744927946264504, 76.32641605624859, 91.11027563826084, 72.87440740752811, 63.77576833188149, 55.79272481699557, 53.74286595664792, 51.13075148421128, 47.413649978734774, 40.95300935001292, 61.56267742838583, 45.70237126652283, 39.30699856812091, 50.71064145746844, 57.977528702740855, 49.33143924005432, 34.81025529280843, 39.03444456145437, 47.395915410215025], 'spend_pattern': 'random', 'total_spend': 7178.407988809827}","{'same_period_movies': 7, 'average_competitor_budget': 6976.652992454533, 'genre_overlap_ratio': 0.8111370227839857, 'competitor_ratings': [6.8, 5.7, 8.2, 7.6, 6.0, 6.6, 6.2]}","{'total_amount': 30373.698479026694, 'daily_sales': [237.11636781784637, 253.48623569480802, 282.09261822565634, 242.3152261367312, 261.52396079450807, 273.6499107501533, 365.7424233621869, 330.43451682597856, 500.9747441401811, 419.1228196708212, 454.07181995333644, 345.51422707917374, 366.53409161981205, 333.35978595508925, 419.65248102500374, 501.4461143376086, 375.8726996514514, 519.5371896602587, 400.89269010546695, 379.9081017241094, 423.3488641870911, 480.69241050683775, 442.1957368425933, 592.3184846402916, 739.9143796822191, 463.94097013114043, 593.0640651276505, 384.2483868970187, 451.5326017145312, 527.7005631976841, 754.7239389891282, 613.2972010227045, 410.5649694388794, 501.70141804710045, 489.2250921693822, 565.1716324250681, 630.0043358816445, 877.8694614845724, 472.7850688426993, 780.5111140513, 793.4681835264325, 855.1877667304234, 986.8687839754448, 626.9237827005105, 1321.6556303103346, 606.975667146263, 1001.5391383387118, 733.5573203484531, 579.8897362295645, 686.4797899991809, 799.7197460467482, 926.4750524112626, 436.82116565843654, 791.1092527466589, 768.9687430485509], 'presale_days': 55, 'wish_count': 11826}","{'screen_count': 44, 'total_viewers': 3202, 'average_occupancy': 0.59, 'point_screen_days': 4, 'average_score': 8.0, 'positive_review_ratio': 0.74, 'social_media_mentions': 684, 'want_to_watch_increase': 3915, 'viewer_comments': None}","{'douban_score': 9.5, 'maoyan_score': 9.8, 'taopiaopiao_score': 9.6, 'imdb_score': 8.3, 'rotten_tomatoes': 92.0, 'metacritic': 98.0}",22453.4,97842.2
电影_0705,['剧情'],管虎,周星驰,2020-04-06,676.711664401285,98,1633.8042201881783,"{'daily_spend': [4.985598011983706, 3.6606800710892307, 4.119430299614266, 3.513777828115401, 3.598915876177202, 5.984852969494564, 4.567330182454663, 4.926857837404754, 5.719769006273922, 6.434613562659975, 4.415779008913735, 6.584347366744942, 6.983361800085486, 8.238796345481278, 5.608600820533589, 7.132657675284022, 7.522009469780816, 9.595530878650091, 7.570308739163774, 6.419220960304177, 9.452255283000296, 10.160151283757848, 10.099188668969381, 9.939977409203768, 8.604080162878619, 11.050709875474839, 8.099742724553986, 12.131073603266948, 12.042031495865205, 16.01755147729739, 11.676403167277728, 9.700268166421084, 16.343653906358604, 11.762124890731835, 15.674976318319933, 13.151588894437298, 16.878496845918946, 17.967751995086694, 19.534557406790388, 17.09494994377721, 14.166501004351815, 21.146646625693613, 25.31058989581782, 21.912190198202286, 19.06794949814549, 22.09822412672527, 24.807245609393963, 18.94447144317596, 27.227757713483896, 20.812144863007088, 22.79028705532305, 27.47417759764065, 35.98950550143488], 'spend_pattern': 'random', 'total_spend': 676.7116633619934}","{'same_period_movies': 6, 'average_competitor_budget': 420.3214631469723, 'genre_overlap_ratio': 0.6514521292372367, 'competitor_ratings': [8.8, 8.3, 8.2, 8.1, 6.4, 5.8]}","{'total_amount': 5945.578619753596, 'daily_sales': [76.93114485069765, 40.396285923332385, 62.35419459931417, 78.77042871581314, 76.08238372463137, 64.39144154884424, 51.24125976099084, 48.20074713815976, 85.0756454326573, 64.2488135500006, 78.58518538588967, 87.58967129357632, 89.34939129208632, 89.42395333214156, 112.8463773565712, 78.32475022828733, 65.14838208347783, 61.73008014015289, 93.33705646757461, 142.1680868437148, 60.02787559852402, 111.43472677204464, 81.53522629776185, 107.86610997240015, 120.36819379254561, 88.97428070953447, 152.04118121553716, 117.45061248864631, 147.16212306269662, 112.5765862484088, 121.83473639286359, 115.09886348289727, 173.38268522980601, 97.17952933108154, 141.70854008974754, 86.05367639771589, 153.705718879618, 134.18910135235785, 101.9197988177834, 178.35321096855333, 110.94677608425307, 151.44220594747384, 192.33039611740912, 210.50832323340825, 98.6743489115435, 134.78236585148295, 150.85251624097268, 165.85892311609504, 114.66288840545211, 131.20503763530587, 130.0383993309064, 163.22150362227796, 241.99687848857727], 'presale_days': 53, 'wish_count': 1164}",,"{'douban_score': 7.2, 'maoyan_score': 8.3, 'taopiaopiao_score': 8.0, 'imdb_score': 7.0, 'rotten_tomatoes': 85.0, 'metacritic': 74.0}",6008.92,19359.12
电影_0706,['悬疑'],徐克,梁朝伟,2025-06-07,8814.900352487135,72,18719.48643969811,"{'daily_spend': [624.1156988077212, 358.42102465620235, 558.4714874323952, 538.4232561530284, 348.13257196406494, 495.9729469222296, 437.5548201756937, 394.1000031842159, 404.63333378795744, 281.135049383943, 247.80584734464313, 219.62921403396203, 269.2622323859858, 266.8756980146026, 191.96471323948305, 224.1420002299897, 193.64726032167653, 263.59895264684656, 211.73027128891707, 154.70052837625371, 180.48630909259145, 125.05070582599949, 158.44709549793086, 192.15040072914152, 148.42685973344254, 115.30967390819947, 164.61179969458814, 157.70410470509498, 102.23804669603406, 90.04009252074616, 80.00935929471052, 116.86792735388458, 107.47561301590912, 104.66215044996092, 68.11584568968765, 103.97425708529448, 62.503734582323304, 52.50946525279477], 'spend_pattern': 'random', 'total_spend': 8814.900351478145}","{'same_period_movies': 9, 'average_competitor_budget': 5095.359111990689, 'genre_overlap_ratio': 0.622389591110325, 'competitor_ratings': [6.0, 5.6, 8.0, 7.2, 6.3, 7.5, 6.1, 6.5, 6.5]}","{'total_amount': 32779.37301246496, 'daily_sales': [394.76226034976577, 457.81779502000654, 395.6811814110966, 563.2920892649984, 813.4598221209997, 819.9462912362228, 498.32718042737224, 608.316380989306, 516.1209641421257, 624.8045754840849, 625.0095278902655, 696.9417027894335, 687.2826318687411, 531.6212013438028, 662.5111519790705, 820.4759654731652, 815.0641487253627, 787.9839926151437, 887.1742661732353, 934.0718241036141, 1035.9439385288504, 1153.8291339364869, 972.4949474516657, 1187.0621396472661, 1308.4243212002139, 858.4055000569148, 780.5142139051608, 1003.9176259966787, 1191.0311685460995, 684.5671300676872, 977.445295005753, 1160.2493507131046, 1375.5788872723047, 1140.3397941174019, 1132.7847165591002, 890.7986941734641, 1113.68043090307, 1671.6407709759258], 'presale_days': 38, 'wish_count': 7773}","{'screen_count': 178, 'total_viewers': 13882, 'average_occupancy': 0.79, 'point_screen_days': 5, 'average_score': 9.4, 'positive_review_ratio': 0.59, 'social_media_mentions': 10754, 'want_to_watch_increase': 9898, 'viewer_comments': None}","{'douban_score': 8.3, 'maoyan_score': 8.4, 'taopiaopiao_score': 9.1, 'imdb_score': 9.0, 'rotten_tomatoes': 85.0, 'metacritic': 77.0}",18645.55,51097.34
电影_0707,"['动作', '奇幻', '战争']",姜文,Tom Cruise,2025-12-12,19998.191305372304,113,13841.82049519983,"{'daily_spend': [242.9564686066605, 288.8304365484726, 366.4526704625285, 404.1106225125449, 282.19253530669715, 307.3640088935789, 346.9858686534545, 492.2106598402884, 415.55875165506933, 586.8115410725243, 678.2495281023375, 789.0706353191449, 861.3743890830027, 635.8279832715324, 739.8763537311926, 733.1851465443652, 1091.7146028385641, 1190.6488289236463, 817.3772863716435, 1010.4812909338475, 1238.5066899565456, 1231.707804212534, 1674.1023613631717, 1278.4559790968913, 2294.1388610215627], 'spend_pattern': 'random', 'total_spend': 19998.1913043218}","{'same_period_movies': 5, 'average_competitor_budget': 20591.21942333845, 'genre_overlap_ratio': 0.38454807521016676, 'competitor_ratings': [7.8, 6.5, 6.0, 7.3, 6.9]}","{'total_amount': 22283.680387277826, 'daily_sales': [314.5516621902511, 547.2640605007247, 465.6812469760429, 653.6898459443601, 831.4961528224433, 637.4131579983039, 679.0541306310522, 741.4445666144179, 840.5735467640296, 599.0540321572781, 822.9961865214641, 788.4962487839, 728.8691594521467, 991.7345745809711, 736.7004911450009, 1084.0982662742128, 974.9386977908628, 661.4869725888722, 1286.0791925865838, 993.9307027984104, 1240.1944081042082, 1222.8991674706067, 1645.2327011884533, 1250.562789815066, 1545.238425578162], 'presale_days': 25, 'wish_count': 12831}",,,37086.31,78311.09
电影_0708,['奇幻'],张艺谋,吴京,2024-06-24,896.6523423563807,133,1534.6565825904536,"{'daily_spend': [4.241135222205629, 6.405832972460124, 4.906585868117041, 6.336764192746717, 7.6307620690031746, 4.622639269523157, 6.190241469571935, 5.383458009692914, 8.913811478524499, 6.809765893556068, 6.391986889106699, 8.865473965130828, 8.540666339111228, 10.289035015651445, 10.340690193468914, 11.977927451398587, 7.302797251010724, 7.52175280160731, 12.992019084012686, 13.806310888556336, 10.627984975228435, 11.38209103849258, 11.184785881003657, 14.708885192190989, 15.220335777113089, 11.315791996766105, 13.1358667708618, 12.132637394885663, 11.084389707142343, 11.600763236340706, 12.94048403689409, 12.241726451155213, 16.89097398124884, 13.57802348343691, 23.07565312655482, 22.35295042759497, 24.09673403769403, 22.891470857865503, 24.38999772520445, 17.711528881007002, 17.598914242999285, 32.16782825735829, 23.856014805356484, 19.597408939672853, 22.161968264722493, 35.41333221166413, 24.730946770374345, 30.570494153920578, 35.64092625947244, 43.0329205903595, 24.74312592938763, 35.998356182453925, 48.87268086696623, 30.234692554168888], 'spend_pattern': 'random', 'total_spend': 896.6523413320143}","{'same_period_movies': 0, 'average_competitor_budget': 0, 'genre_overlap_ratio': 0.6839477440463385, 'competitor_ratings': []}","{'total_amount': 2855.820186835392, 'daily_sales': [22.355483682392432, 30.709272704808253, 30.43280062861069, 17.613403018626013, 31.281619668394956, 23.992979682005174, 40.24220697929991, 34.98358944906945, 26.74326050915545, 32.40112133967603, 32.654661127498876, 49.455567157033414, 39.66238805929844, 36.90723397515061, 54.64863506091302, 30.177003918575842, 36.65733982928727, 50.29926574580176, 39.50081506623798, 36.82561510987228, 63.44028388518816, 39.763395840017324, 57.1135274401817, 51.673622711529504, 49.18051225713832, 55.58503627986323, 54.57952048101157, 68.57271936881055, 45.06103573071432, 54.739906066923574, 44.34193639476792, 78.30988846265322, 62.67600427877765, 71.23960001782292, 66.19526716636321, 60.754089544659536, 76.83989633040112, 83.9318153192982, 68.5308769480014, 64.95822368105054, 54.29247218977229, 64.35972324634218, 67.13644725689116, 46.291048578353326, 52.85956739945626, 79.41444264696263, 78.29519694528996, 68.81963586909515, 107.19874071466691, 45.664636475832296, 104.51266399208154, 74.72255265874756, 47.61599880438664, 49.605639140632555], 'presale_days': 54, 'wish_count': 1171}","{'screen_count': 138, 'total_viewers': 8344, 'average_occupancy': 0.77, 'point_screen_days': 1, 'average_score': 8.0, 'positive_review_ratio': 0.78, 'social_media_mentions': 3819, 'want_to_watch_increase': 744, 'viewer_comments': None}",,3548.91,8250.95
电影_0709,"['科幻', '喜剧']",李安,Tom Cruise,2023-12-24,5546.369081564076,102,4833.322065924349,"{'daily_spend': [98.37178927542435, 112.44224462531237, 96.66916850474604, 143.20240627048994, 111.18455860814392, 179.04910274503524, 177.51483408778677, 186.68139275508307, 234.36346455784098, 227.54913163724962, 223.05170037210863, 238.6551828258842, 226.85695518691244, 317.58842609301223, 418.9950619712135, 310.39205320179053, 553.627210634988, 407.39070345372755, 694.2126475736814, 588.5710462260575], 'spend_pattern': 'random', 'total_spend': 5546.369080606489}","{'same_period_movies': 3, 'average_competitor_budget': 5220.93530744916, 'genre_overlap_ratio': 0.6567147128203933, 'competitor_ratings': [5.7, 5.8, 8.9]}","{'total_amount': 5840.82664459852, 'daily_sales': [167.09909997873092, 153.3129555755693, 123.97347453846791, 242.07696128746193, 285.8033373657707, 182.97364271124462, 251.1955782927967, 225.09113076515473, 249.8608424721765, 215.28093758863656, 331.9857312403266, 397.2657858884544, 370.20215224969684, 396.5047470465214, 314.74089970477644, 353.97454478013213, 424.64657612823424, 447.07208548479434, 310.9108065549543, 396.8553549446199], 'presale_days': 20, 'wish_count': 5756}","{'screen_count': 49, 'total_viewers': 3853, 'average_occupancy': 0.9, 'point_screen_days': 5, 'average_score': 6.1, 'positive_review_ratio': 0.76, 'social_media_mentions': 1775, 'want_to_watch_increase': 3362, 'viewer_comments': None}",,22074.83,58430.01
电影_0710,"['动作', '剧情', '犯罪']",陈凯歌,吴京,2025-08-25,12245.490442748134,138,11107.285167358064,"{'daily_spend': [897.5865774178507, 1175.1733474786652, 895.040948006177, 1061.4855269893767, 973.1388327126799, 1081.5397661088728, 1054.2390024275437, 1199.6001697982604, 821.5032292960168, 1183.222490923788, 800.7796048187444, 1102.1809458484638], 'spend_pattern': 'random', 'total_spend': 12245.49044182644}","{'same_period_movies': 7, 'average_competitor_budget': 10126.77335025722, 'genre_overlap_ratio': 0.5715443752563123, 'competitor_ratings': [6.4, 5.9, 5.9, 5.7, 7.4, 8.6, 6.6]}","{'total_amount': 8165.187206314206, 'daily_sales': [473.5677392909002, 185.42792525147274, 344.98258248186204, 710.0747807964815, 756.6968257114122, 781.4082046021358, 719.4780380395805, 757.6093503035197, 907.3164193134988, 816.8694440778081, 1075.4777371712237, 636.2781592743114], 'presale_days': 12, 'wish_count': 6015}",,"{'douban_score': 5.7, 'maoyan_score': 5.4, 'taopiaopiao_score': 6.3, 'imdb_score': 4.9, 'rotten_tomatoes': 56.0, 'metacritic': 54.0}",73790.74,215156.56
电影_0711,"['家庭', '动作', '惊悚']",Christopher Nolan,吴京,2023-07-04,7770.035865525968,112,12827.927750700212,"{'daily_spend': [332.196970911417, 313.9920752801319, 316.62204805551346, 346.3703612549734, 404.5210506226901, 398.808435782437, 341.34993350886964, 386.9645297152946, 267.6494424384029, 419.07870009934595, 348.09918348167247, 271.9398304440164, 333.418015072317, 405.86202797614965, 279.21557330804495, 428.89067460349935, 405.8278265141348, 270.52610826937223, 464.35511111804595, 456.76690701156986, 281.13329887962044, 296.44776015699784], 'spend_pattern': 'random', 'total_spend': 7770.035864504517}","{'same_period_movies': 8, 'average_competitor_budget': 7269.428018390981, 'genre_overlap_ratio': 0.8998897759550214, 'competitor_ratings': [5.5, 8.5, 5.4, 6.0, 7.9, 5.7, 8.5, 5.9]}","{'total_amount': 20116.55210462872, 'daily_sales': [330.9713749364499, 503.9441213535656, 474.9593262058092, 407.12095954008873, 467.21055939807184, 389.202031144702, 479.70541039407135, 914.1279884032572, 822.1275898781487, 638.8638752764725, 659.1742520107331, 910.5651380894905, 988.1871909201799, 939.7531048385512, 968.6582794867705, 885.923370257241, 1404.4049933761096, 1195.828528913174, 1178.6722174096499, 1826.2348101445414, 1817.719808493415, 1913.1971741582283], 'presale_days': 22, 'wish_count': 10168}","{'screen_count': 140, 'total_viewers': 10125, 'average_occupancy': 0.48, 'point_screen_days': 3, 'average_score': 9.0, 'positive_review_ratio': 0.55, 'social_media_mentions': 8068, 'want_to_watch_increase': 3152, 'viewer_comments': None}","{'douban_score': 9.1, 'maoyan_score': 9.3, 'taopiaopiao_score': 8.8, 'imdb_score': 8.8, 'rotten_tomatoes': 82.0, 'metacritic': 88.0}",27235.36,126841.4
电影_0712,['冒险'],徐克,周润发,2025-03-26,6851.445369596851,54,17560.261672102864,"{'daily_spend': [779.5795218887347, 1003.301306548637, 540.6300023518388, 552.328146999081, 701.4784192891842, 622.6306182917248, 392.27186755564645, 440.32540031169606, 258.52924328398234, 352.0332295149486, 293.3257020269347, 239.15652621267094, 229.85363745424405, 173.5394869790432, 131.66646699909242, 140.79579291361335], 'spend_pattern': 'random', 'total_spend': 6851.445368621073}","{'same_period_movies': 1, 'average_competitor_budget': 8158.683746043279, 'genre_overlap_ratio': 0.22057567508455522, 'competitor_ratings': [5.3]}","{'total_amount': 9737.30312063494, 'daily_sales': [231.32415877399873, 450.3708514680839, 353.2183927630816, 455.1634963503482, 505.3809397243734, 393.3102293747269, 645.1220096269636, 560.1949456468228, 513.0696814998862, 602.6527405743706, 747.8884322943721, 642.6940028185142, 753.4884185348684, 780.9232134837252, 948.9572293257272, 1153.5443783750766], 'presale_days': 16, 'wish_count': 8593}",,,13655.2,54134.72
电影_0713,"['爱情', '冒险', '悬疑']",陈思诚,Dwayne Johnson,2022-01-19,12130.837090576719,107,16524.984025758476,"{'daily_spend': [3157.2363557100653, 3475.3991538836995, 1990.7451482635024, 1425.6573491771317, 903.6156690112023, 653.5213200397855, 524.662093394908], 'spend_pattern': 'random', 'total_spend': 12130.837089480294}","{'same_period_movies': 5, 'average_competitor_budget': 5682.21291097731, 'genre_overlap_ratio': 0.12058139639832022, 'competitor_ratings': [6.0, 5.9, 5.9, 7.8, 5.8]}","{'total_amount': 3392.217295777391, 'daily_sales': [328.7293362073199, 257.59000781428267, 336.1139981660363, 553.9620295421212, 555.7526982896684, 951.4655055897298, 408.60372016823294], 'presale_days': 7, 'wish_count': 11112}","{'screen_count': 146, 'total_viewers': 4920, 'average_occupancy': 0.74, 'point_screen_days': 1, 'average_score': 7.0, 'positive_review_ratio': 0.65, 'social_media_mentions': 2613, 'want_to_watch_increase': 5119, 'viewer_comments': None}",,38617.13,141393.98
